event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2020-09-24 13:51:07+00:00,view,387956,2144415922427789416,computers.components.videocards,asus,104.21,1515915625519429853,PZu2caZ5EN
2020-09-24 13:51:07+00:00,view,387956,2144415922427789416,computers.components.videocards,asus,104.21,1515915625519429853,PZu2caZ5EN
2020-09-24 15:48:55+00:00,view,874667,2144415922738167921,computers.components.cdrw,asus,23.48,1515915625519457150,8wvs0vbHtv
2020-09-24 15:48:55+00:00,view,874667,2144415922738167921,computers.components.cdrw,asus,23.48,1515915625519457150,8wvs0vbHtv
2020-09-25 13:15:09+00:00,view,453469,2144415924222951574,auto.accessories.parktronic,,69.84,1515915625519725870,9ofICyh8Eo
2020-09-25 13:15:09+00:00,view,453469,2144415924222951574,auto.accessories.parktronic,,69.84,1515915625519725870,9ofICyh8Eo
2020-09-25 19:31:42+00:00,view,1010933,2144415921932861531,electronics.telephone,,10.79,1515915625492539666,dfyeBb7YCt
2020-09-25 19:31:42+00:00,view,1010933,2144415921932861531,electronics.telephone,,10.79,1515915625492539666,dfyeBb7YCt
2020-09-26 15:32:01+00:00,view,1248094,2144415966652530999,,,13.49,1515915625520020227,r4o2Ukczfc
2020-09-26 15:32:01+00:00,view,1248094,2144415966652530999,,,13.49,1515915625520020227,r4o2Ukczfc
2020-09-27 08:44:40+00:00,view,586461,2144415927284793573,computers.components.tv_tuner,tesler,20.16,1515915625520181957,GpuNabv3Ht
2020-09-27 08:44:40+00:00,view,586461,2144415927284793573,computers.components.tv_tuner,tesler,20.16,1515915625520181957,GpuNabv3Ht
2020-09-28 02:06:54+00:00,view,689657,2144415923694469257,computers.network.router,tp-link,269.68,1515915625520379129,crxXreROP8
2020-09-28 02:06:54+00:00,view,689657,2144415923694469257,computers.network.router,tp-link,269.68,1515915625520379129,crxXreROP8
2020-09-28 02:07:00+00:00,view,689657,2144415923694469257,computers.network.router,tp-link,269.68,1515915625520379129,crxXreROP8
2020-09-28 02:07:00+00:00,view,689657,2144415923694469257,computers.network.router,tp-link,269.68,1515915625520379129,crxXreROP8
2020-09-29 08:29:44+00:00,view,908697,2144415926596927698,,bort,37.62,1515915625520762976,aZuNBoh5XJ
2020-09-29 08:29:44+00:00,view,908697,2144415926596927698,,bort,37.62,1515915625520762976,aZuNBoh5XJ
2020-09-29 19:14:36+00:00,view,841972,2144415935698567627,,codyson,115.4,1515915625520938071,YDao9CPDfA
2020-09-29 19:14:36+00:00,view,841972,2144415935698567627,,codyson,115.4,1515915625520938071,YDao9CPDfA
2020-09-30 04:16:11+00:00,view,947195,2144415922016747613,computers.peripherals.wifi,xiaomi,53.24,1515915625520490391,HUerZwmads
